id,price
54273,26280.393
54274,25696.518
54275,30194.604
54276,58783.133
54277,39475.895
54278,73676.97
54279,44535.688
54280,35704.082
54281,23253.25
54282,46919.73
54283,38401.133
54284,24056.223
54285,39970.766
54286,38183.902
54287,47329.895
54288,66217.84
54289,51144.61
54290,35369.434
54291,23253.25
54292,58009.72
54293,42344.19
54294,22667.074
54295,41247.945
54296,50799.453
54297,27643.205
54298,27643.205
54299,25954.965
54300,36449.85
54301,56593.83
54302,42386.492
54303,51423.555
54304,41023.426
54305,51104.727
54306,28936.91
54307,34601.496
54308,22667.074
54309,34337.6
54310,23470.043
54311,50951.33
54312,23253.25
54313,28585.848
54314,51104.727
54315,67945.195
54316,27782.87
54317,36255.336
54318,49636.484
54319,23470.043
54320,55350.773
54321,42763.242
54322,22667.074
54323,35953.035
54324,59205.406
54325,58009.72
54326,24162.438
54327,50606.17
54328,27782.87
54329,39931.84
54330,27643.205
54331,45242.61
54332,27728.092
54333,55808.2
54334,42302.402
54335,30289.873
54336,25954.965
54337,22667.074
54338,60039.695
54339,69501.78
54340,22667.074
54341,104295.055
54342,51171.33
54343,32163.18
54344,74622.1
54345,23470.043
54346,46464.027
54347,23470.043
54348,32722.805
54349,28585.848
54350,58009.72
54351,31798.193
54352,41405.8
54353,66397.79
54354,34819.957
54355,23470.043
54356,49683.242
54357,45246.977
54358,50951.33
54359,22667.074
54360,38070.4
54361,60484.54
54362,50951.33
54363,68038.24
54364,29342.32
54365,33355.973
54366,59205.406
54367,26962.916
54368,28365.385
54369,33305.15
54370,32072.781
54371,38001.62
54372,35907.926
54373,49683.242
54374,29924.832
54375,48156.008
54376,26280.393
54377,38183.902
54378,31249.035
54379,25954.965
54380,22667.074
54381,50951.33
54382,23391.062
54383,71128.836
54384,26280.393
54385,26280.393
54386,22667.074
54387,27800.844
54388,51144.61
54389,22667.074
54390,56593.83
54391,23253.25
54392,32134.598
54393,32134.598
54394,23391.062
54395,33546.64
54396,49535.207
54397,52568.3
54398,36446.074
54399,51423.555
54400,42519.098
54401,46613.08
54402,25954.965
54403,61103.207
54404,26142.58
54405,23391.062
54406,66570.0
54407,22667.074
54408,61275.418
54409,32072.781
54410,45621.016
54411,25696.518
54412,43129.254
54413,44514.67
54414,35351.965
54415,24194.035
54416,65954.11
54417,23470.043
54418,26190.494
54419,22979.504
54420,60484.54
54421,23470.043
54422,37257.71
54423,25954.965
54424,38070.4
54425,32072.781
54426,32072.781
54427,24194.035
54428,22667.074
54429,23253.25
54430,23470.043
54431,22667.074
54432,23391.062
54433,46263.344
54434,42302.402
54435,28756.248
54436,45943.62
54437,23900.715
54438,50951.33
54439,38183.902
54440,37257.71
54441,31345.848
54442,38183.902
54443,33355.973
54444,23470.043
54445,40646.11
54446,28585.848
54447,32723.33
