id,price
54273,32470.207265937555
54274,22049.121466988803
54275,33861.63255840481
54276,63659.482166794456
54277,35878.67491071882
54278,93159.9071689128
54279,49219.23716022959
54280,36489.87082678158
54281,29080.922239171865
54282,49147.99123765989
54283,56241.59823433309
54284,17740.01757295765
54285,59525.89561377602
54286,47604.90078397256
54287,44202.1041463975
54288,72591.63909935574
54289,56898.950188765855
54290,40450.22986437824
54291,17896.04695064954
54292,74364.75527483609
54293,47242.00477779938
54294,6134.2039382351695
54295,45618.46153780952
54296,56808.719201775064
54297,17026.191468362336
54298,12679.704997148505
54299,22322.010153377425
54300,30165.225192728034
54301,71561.69214302399
54302,49859.26340012503
54303,65653.59009355004
54304,48147.055969210654
54305,68223.65834536646
54306,36562.532904640735
54307,33530.35344084209
54308,-1586.5074830998262
54309,30334.254045209367
54310,33235.01968489464
54311,69811.18232567584
54312,19407.529225140523
54313,18398.713438769726
54314,53478.899023289116
54315,82839.48969906202
54316,21819.044707844463
54317,55395.97083986909
54318,47580.9464690394
54319,10312.86236622582
54320,67555.8846580732
54321,46063.44818654531
54322,13390.87990688308
54323,34119.40062966345
54324,68669.73884303424
54325,64987.17878416545
54326,36502.407547529314
54327,54802.86275654482
54328,8453.36315741732
54329,48189.40104401269
54330,17430.297679128795
54331,55272.54467691153
54332,31111.746614577296
54333,68505.93895611374
54334,47064.671003032105
54335,37349.878564205894
54336,32947.02208833679
54337,16282.648933286031
54338,64679.592830623005
54339,64895.79705807806
54340,13086.700215471394
54341,89264.66466976154
54342,61859.25458779596
54343,31190.949369738246
54344,88779.29475831846
54345,12621.021086171255
54346,51558.688890176745
54347,16509.19229253592
54348,30003.49705951057
54349,29764.362630868276
54350,70136.6179465707
54351,25883.643775657245
54352,50975.13799730091
54353,69102.41851779926
54354,39814.08966845975
54355,15808.85962442439
54356,57371.19575927196
54357,47395.4306047995
54358,55610.4880559383
54359,12202.043701608223
54360,48016.25319852488
54361,66490.2421778276
54362,71987.342468376
54363,85387.58238552648
54364,15598.025328272472
54365,37594.54074115503
54366,83658.9966359302
54367,37567.28417893988
54368,27868.434308238557
54369,23479.2038062645
54370,34348.34524783021
54371,44810.783792024005
54372,62470.222985957946
54373,55019.18891375809
54374,18519.102798414322
54375,52916.33453996691
54376,33610.51038970816
54377,38834.44072876091
54378,37921.51209029729
54379,18158.48226633917
54380,9437.105555897644
54381,63733.60612319134
54382,14046.093176829658
54383,72676.20465241431
54384,31362.430876972212
54385,27469.02530164992
54386,177.55557451930449
54387,17926.67659859393
54388,55697.53692082447
54389,4392.231412215555
54390,62327.60440398453
54391,6686.365800558887
54392,28551.399795659
54393,25910.60921663292
54394,21366.623864158264
54395,47260.98912991313
54396,50821.76426100507
54397,65803.04051799864
54398,43524.54120598808
54399,60491.89783371133
54400,30269.444510555735
54401,49741.2174910584
54402,26451.37519955666
54403,68036.95430887364
54404,29536.32916473052
54405,25233.74941246871
54406,74270.58944309363
54407,5283.790787362904
54408,56908.28100930451
54409,20397.627956307446
54410,54387.56768894186
54411,9925.899056829308
54412,75099.00548964228
54413,42914.453839216345
54414,31752.20170577339
54415,29318.04981778588
54416,73019.5031063732
54417,27369.579072306067
54418,6251.456325059135
54419,22837.811738650274
54420,64356.735461219854
54421,16362.9065920517
54422,36039.64237136677
54423,18573.18158999125
54424,47915.934908591305
54425,35239.86993323101
54426,30472.416119560836
54427,12570.415072281014
54428,3108.7144360020043
54429,14424.052693944506
54430,17598.85981845382
54431,2962.4489861682464
54432,18116.592864233695
54433,48347.46663835538
54434,51948.85964635117
54435,22399.798030310194
54436,50567.902886774995
54437,19191.3249716617
54438,56608.207785319384
54439,43831.09515986673
54440,38877.560311291265
54441,34102.96842736634
54442,42811.43338924706
54443,64590.7753191224
54444,17551.12686060607
54445,49856.803992778296
54446,33019.39947550174
54447,37221.140060436606
54448,30545.81714238629
54449,2622.810277109247
54450,36106.149136460794
54451,-7787.08637050688
54452,-7631.751036299457
54453,25859.48098946222
54454,35859.54046526102
54455,8881.906365368939
54456,44776.944876229805
54457,50066.571311467276
54458,26410.07932756121
54459,51154.21320156511
54460,65296.1406081223
54461,21533.426440140927
54462,48712.152487878244
54463,55785.33301092108
54464,26510.8342608837
